"File","Line","Column","Rule","Message","Classification","Evidence"
"src/pages/top-ten/index.astro","48","23","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/pages/top-ten/index.astro","111","32","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/pages/top-ten/index.astro","155","45","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","33","35","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","49","42","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","65","42","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","83","40","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","99","41","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","117","42","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","134","33","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","152","35","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","168","11","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","203","44","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","223","11","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","279","40","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","294","38","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","303","42","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/sanity/lib/image.ts","312","33","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/types/content/topten.ts","11","10","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/types/content/topten.ts","12","20","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/types/content/topten.ts","16","15","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/types/content/topten.ts","17","18","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/types/content/topten.ts","18","21","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/types/content/topten.ts","22","17","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/types/content/topten.ts","23","16","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/types/sanity.ts","144","10","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/utils/seo-manager.ts","112","20","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/utils/seo-manager.ts","114","30","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/utils/seo-manager.ts","318","50","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
"src/utils/seo-manager.ts","337","52","@typescript-eslint/no-explicit-any","Unexpected any. Specify a different type.","pre-existing","Identical offending source line exists in HEAD."
